ins,tw,text,location1,location2
cultofjack/,CultofJack,Perfect Saturday with Cherry Pie from the place where Cherry 🍒 Pie… https://t.co/rPA8antGLJ,144.99025,-37.86764
angelayang_/,Angelayang,🍵🍵🍵 #zen @ Monk Bodhi Dharma http://t.co/36YvBEgWcF,144.99087376,-37.8682066
amelialarosa,amelialarosa,Foods to fix the soul. Made from polenta 🙌🏼 @ Monk Bodhi Dharma https://t.co/5Cxzbfn4YK,144.99087347,-37.86820607
stephclairesmith,_stephcsmith,Loving #chokers http://t.co/zi3ugjkJ7F,144.98732641,-37.8658244
madhatter10six,MadHatter10six,A 10 Minute Song That's Way Too Short. Vangelis Blade Runner Vibes #tune #love #rufus #australia… https://t.co/AoYzb6tG36,144.98845,-37.86653
stephclairesmith,_stephcsmith,Hair and makeup ready for my shoot with dotti_nation today! Thanks missohair for making me… http://t.co/9WrELX2ejN,144.98684779,-37.86572024
stephclairesmith,_stephcsmith,Loving the new festival stuff that's coming soon to dotti_nation ! @laurendietze missohair @ Superteam… http://t.co/mUePOfKAam,144.98684779,-37.86572024
myabstractlife12,averageskate,"Anyone want to buy a beer?
$2",144.9898275,-37.8664622
lenseoflawson,2SC1RA7,Mood to all the haters out there. @ Kid Boston https://t.co/owqwuq2OTl,144.99107,-37.86558
jesslovesrad#,JessMenzel,My #loves armour840 and jess_hards #happybirthday #party Stu! #banoffeepie @ Dick Whittington Tavern https://t.co/9tpwPonNH0,144.991272,-37.8644981
miss_yolie,miss_yolie,I just adore this wall. COLOUR!!! #streetart #Melbourne @ Las Chicas http://t.co/4MOtItTDmp,144.99343179,-37.86890917
miss_yolie,miss_yolie,Found this little treasure on a trip to the chemist. #Melbourne #architecture #edwardscissorhands @… http://t.co/SOaMoKS7uB,144.99355827,-37.86880205
juliexjapan,juliexjapan,The Yo-Chi in Balaclava had quite a few Halloween decos! Check out that skeleton hanging... 💀… https://t.co/L7igUSIxP5,144.99392,-37.86865
miss_yolie,miss_yolie,Today is so warm and pretty that I almost cried when I went outside. #Melbourne #StKilda #Balaclava @… https://t.co/irZJG5JZFa,144.9950562,-37.8689613
roguecatness/,roguecatness,Starting off my day with this album. immortal_official_band #music #metal #blackmetal @ Carlisle… https://t.co/T06lAKbnA7,144.9950562,-37.8689613
miss_yolie,miss_yolie,Fucking genius. @ Treehouse Lounge http://t.co/IMxDvldAZH,144.99559089,-37.86912612
crowden89,crowden89,Hey @giblj you must be buzzing about Steve Smith?,144.99750096,-37.8683827
myabstractlife12,averageskate,@Stellvadore creepy mask,144.9872483,-37.8625889
myabstractlife12,averageskate,@RickyPDillon @Our2ndLife that sounds good,144.9872561,-37.8625935
laurabeebs83,laurabeebs_,So I think I might fling myself out of a plane today #ohholygod 😁,144.99093375,-37.86304026
laurabeebs83,laurabeebs_,Sober February is a must 😷 (plus it's the shortest month 😂),144.9908802,-37.86296494
laurabeebs83,laurabeebs_,See everyone's going on about @steviemccrorie ... Knew about him years ago #aheadofthetrend 😉 http://t.co/RhI7wgcGCl,144.99087565,-37.86295613
biebulz,habibieka,Welcome to The Nobbies guys. @mogulnews #phillipisland #seeaustralia #blue #sky #sea #nature… http://t.co/82iAa1kH3V,144.99276902,-37.86348149
biebulz,habibieka,Welcome to The Nobbies guys. @mogulnews #phillipisland #seeaustralia #blue #sky #sea #nature… http://t.co/sqYQgYZ2R6,144.99276902,-37.86348149
madeleineannie,madeleineannie,Had so much fun shooting with milkcatherine yesterday at one of my favorite melbourne locations… https://t.co/PnFdjnk24G,144.999,-37.8792
akaltinsoy,akaltinsoy,#WAW Gives winners #teamocho @ Rippon Lea Estate http://t.co/qITjVXORAH,144.9995,-37.8792
rosieabrown,RosieABrown,"🍇 @ Saint Kilda East, Victoria, Australia http://t.co/HCsj7KxVpt",145.0016321,-37.86987783
miss_yolie,miss_yolie,Unexpected Valentine's date face. @ Carlisle Street Balaclava http://t.co/zRwREeo8QQ,144.99865781,-37.86943578
mon5icacoloma/,monicacoloma,Before Alice got to Wonderland she had to fall 🐇 @ QueenGee's Narnia… https://t.co/XNT7oWXxUK,145.00159,-37.8654
cata_sotome,catasoto30,"Tell me baby, do you recognize me? 🌑 #100happydays #shades #australia @ Saint Kilda East, Victoria,… https://t.co/808P58XAns",144.99941061,-37.86225101
theburgerguy/,theburgerguy12,"Rolling into #humpday with all you can eat sushi rolls, nigiri, sashimi, gyoza; and of course I… https://t.co/kRDTTJ8BMA",145.0179,-37.86983
rezaeats,rezaeats,"This one is to die for...

Grilled Swordfish Steak with Coriander Relish, Spiced Eggplant, and Kipfler… http://t.co/EkJqCaJgPU",144.97910835,-37.85883895
quiney,quiney,💪🏽🏋🏽 #motivationmonday #goals @ Anytime Fitness St Kilda https://t.co/HJIr6dI1pR,144.9798126,-37.8586388
myabstractlife12,averageskate,"The 'pros' and cons of gossip huh?  

Some morning showw",144.9805849,-37.8583307
myabstractlife12,averageskate,@BenFromBrisbane @BBAU9 lol,144.98096,-37.8584695
myabstractlife12,averageskate,@Stellvadore it don't matter if you didn't see it as a game. Being true is the best strategy anyway and yeah. You played well without playin,144.9809208,-37.8584408
myabstractlife12,averageskate,You know when you find a word you don't understand and the panic sets in like you don't know that you learnt every word.,144.9808413,-37.8583712
myabstractlife12,averageskate,Just had my second beer customer.  We took photos and everything.  6 pack for 10,144.9809478,-37.8583473
myabstractlife12,averageskate,Or maybe I'm a sore loser who doesn't get paid to make art like all the mac users out there,144.9805283,-37.8581683
rubyeo,RubyEO,13 hour shift is only just starting to drag on the 10th hour. Hey ho. Done well 💲,144.9805377,-37.8581179
myabstractlife12,averageskate,If I wanted to get paid to make art I'd make art and maybe get paid to do it. If you want something tou do it.,144.9804704,-37.8580862
rubyeo,RubyEO,Can't work out my bosses at job number 1. Never have I ever felt so intimidated by a boss before. The power and control they have is mental,144.9805173,-37.8580847
myabstractlife12,averageskate,"""@DeathAndTaxes: Bitter old man tries to shut down kid's lemonade stand, fails http://t.co/vJvjSjb5zs""lol",144.9805259,-37.8581048
myabstractlife12,averageskate,"""@godfffather: Brilliant Emoji Masterpieces - http://t.co/m7Ti4DXfkj http://t.co/rPPpeadK44"" 😆 http://t.co/YfwXyqN6Mh",144.980558,-37.8581142
myabstractlife12,averageskate,*you not tou. Typos weird on this sick phone,144.9805716,-37.8581865
myabstractlife12,averageskate,"@Stellvadore nice pjs
Sorry about your sore leg tho
Looked real nasty yesterday.",144.9805974,-37.8581812
myabstractlife12,averageskate,@Stellvadore I'm just checking twitter. 😐heheh,144.9798262,-37.8566808
myabstractlife12,averageskate,"http://t.co/mGAgZA3gc2 
Started reading",144.9798406,-37.856553
arjseye,ArjGiese,We're back. @vicpremcricket @StKildaCricket @ Junction Oval https://t.co/XjotyJ7TQ1,144.98,-37.855833
arjseye,ArjGiese,@StKildaCricket fielding drills after they won the toss and elected to bowl. @vicpremcricket @… https://t.co/AbAbZu8TbY,144.98,-37.855833
arjseye,ArjGiese,Great to see the Aboriginal flag alongside the @stkildacricket flag back atop the Blackie -… https://t.co/kO15JIF9wa,144.98,-37.855833
arjseye,ArjGiese,"Grand Final day here at the Junction Oval @vicpremcricket. 
10:30am start. @ Junction Oval https://t.co/qVs0Ra1h1x",144.98,-37.855833
arjseye,ArjGiese,"Good crowd early for the cricketvictoria @vicpremcricket 1stXI final at Junction Oval. 

The… https://t.co/Jg4Xd647aX",144.98,-37.855833
arjseye,ArjGiese,The @mysportlive team with young @bushrangers willpucovski at today's @vicpremcricket 1stXI… https://t.co/VX8ylLzXoL,144.98,-37.855833
arjseye,ArjGiese,Scores tied @ Junction Oval https://t.co/kXo9EyE0DD,144.98,-37.855833
arjseye,ArjGiese,Looking forward to shooting the @CAPathway Vs. Pakistan U/16 ODI at the CitiPower Centre today.… https://t.co/jNAjbKjQT8,144.98,-37.855833
arjseye,ArjGiese,What a day for it. @ Junction Oval https://t.co/AQpkBzCRdU,144.98,-37.855833
arjseye,ArjGiese,Positive start from @CAPathway U16s who move to 0 for 31 (6). Liebke 15* &amp; Brazell 13*. @… https://t.co/LZyrdRTSjs,144.98,-37.855833
pdt01/,pdt01,#todaystie #vintage lacroixofficiel #lacroix #christianlacroix #doyouworkhere… https://t.co/MXJTRNPMbr,144.97970162,-37.85348923
phoebephillips,phoebephillips,"Dressed by Leona Edmiston @leonaedmiston for the launch of St. Evie, St Kilda… https://t.co/Zx9bB4Mtv5",144.98252,-37.85884
myabstractlife12,averageskate,"I'm starving
Bit of heated up dinner would be great",144.9832467,-37.8578862
myabstractlife12,averageskate,@Stellvadore I think I read it.,144.9833348,-37.8580254
myabstractlife12,averageskate,"Short breath.

Anxiety",144.9833348,-37.8580254
myabstractlife12,averageskate,I haven't watched rage in a long time.  It's pretty weird,144.9833253,-37.8578998
ainisyahirh,_syah1rah,"I'm at St Kilda West in St. Kilda West, Melbourne, VIC, VIC https://t.co/ST7DZs0OY2",144.9812205,-37.85600258
rikarl,rikarlina,Minal aidin walfaizin. Mohon maaf lahir batin. Selamat hari raya… https://t.co/q4gUyd2Qt6,144.98186,-37.85487
sarsuw,sarsuw,Finally reached melbourne! #lovethefeeling 😄,144.98172459,-37.85410891
sarsuw,sarsuw,When r you gonna stop complaining???thats not gonna give the solution...and here i am whining bleh,144.9821195,-37.8543112
sarsuw,sarsuw,So fcking sick of it!,144.98273278,-37.8538941
sarsuw,sarsuw,Why everyone expects me to do things for them while they dont to me? Grrr,144.9831371,-37.8539219
sarsuw,sarsuw,"Good morning, #melbourne 💖 http://t.co/oI8FwbNFKf",144.983109,-37.8538684
sarsuw,sarsuw,Love this place this city #melbourne   🚋 http://t.co/0mAmtpjyxW,144.9831873,-37.8539539
sarsuw,sarsuw,"""Youve given me an adventure in a lifetime in one night."" -Amelia Earhart, Night at the Museum 2 #movie #quote",144.9831841,-37.8539346
sarsuw,sarsuw,"One day you'll wake up at 11:30 AM on a Sunday with the love of your life and you'll make some coffee and pancakes and it'll all be alright""",144.9832472,-37.8538974
juliexjapan,juliexjapan,Glacé. Just checking off my list of things to eat in Melbourne before I move to Japan! 🍨 And ice… https://t.co/pfOdx3jDoV,144.98405,-37.85469
the_hyphen,the_hyphen,Just posted a photo @ Albert Park Lake Running Track http://t.co/VDaXlbesZ2,144.97727114,-37.85335138
andytuna,andytuna,#Melbourne across #albertpark #lake @ Albert Park Lake Running Track https://t.co/CcleUbNCRB,144.97778453,-37.85202394
SarahCMendoza,SarahCMendoza,Crossfit and morning run around Albert Park is done for the day! Now it's time to hit the beach 🌞… https://t.co/l6EFWvsgoB,144.97778453,-37.85202394
mr_catalin,CatalinChincea,Romanians will understand http://t.co/mc6JukI9LT,144.97960361,-37.85276465
joshchaffey,joshchaffey,"Deeply concerned about our ruthless, divisive government managing a situation that requires the adults be in the room. #auspol #sydneysiege",144.98034552,-37.8526421
joshchaffey,joshchaffey,@Wikiland tl;dr,144.98001212,-37.85211569
rikarl,rikarlina,"With Sopiah, Imelda, and 4 others at Consulate General of the Republic of Indonesia (KJRI) — https://t.co/seCGjYvoHO",144.97924,-37.85112
aleensitok,aleensitok,"Tell me to get my shit together now I got my shit together, yeah,
Now I made it through the… https://t.co/HX8RfZL12M",144.978363,-37.8499184
bryonycarter,Bryzenberry,Always a bride 💍 @ Pullman Melbourne Albert Park https://t.co/FwKhqxRO2Y,144.97837,-37.84992
bryonycarter,Bryzenberry,Bridal &amp; Bows 🎀 @ Pullman Melbourne Albert Park https://t.co/RZ5a5eeWjU,144.97837,-37.84992
bryonycarter,Bryzenberry,Jiggle pot!  🍯 🙈 @ Pullman Melbourne Albert Park https://t.co/5xIZMB2BXJ,144.97837,-37.84992
bryonycarter,Bryzenberry,"The higher the heels, the closer to heaven. 💋

📸 florinanghilina 
💄 @AnastidaMakeup @ Pullman… https://t.co/lxN7DNPpue",144.97837,-37.84992
rhys1508,rhys1508,Trust me to leave my ticket for tonight at home -_-,144.98059842,-37.8506467
rhys1508,rhys1508,@ginakrits yo if you're free tomorrow come over for some Christmas drinks/food!,144.98033032,-37.8497355
myabstractlife12,averageskate,"Thought I was on a 64.
Turns out it was a 6d and turning a few stops too early 
Lucky I was listening to the announcement and there was some",144.9802885,-37.8494543
jimemaranzana/,jimemaranzana,D o m i n g o #YSL en YvesSaintLaurent https://t.co/i3HVly9Jlt,144.97900347,-37.84829637
stephclairesmith,_stephcsmith,@jmiller14_ and I will be Prince Charming and Cinderella at my 21st ;) #cantwait http://t.co/w1a1apPlKm,144.97941278,-37.84799452
rhys1508,rhys1508,Lucky I only live 15 minutes away on a tram,144.97973809,-37.84807129
rhys1508,rhys1508,"@ginakrits I finish work at 2, but any time after 12 is cool. We have food and a pool haha",144.98118243,-37.85290827
ArifHidayatID,ArifHidayatID,"Hari AIDS Sedunia 
Saya berani, saya sehat ❤️❤️❤️ Jangan takut untuk melawan hal yang memang… https://t.co/AOr3ehEsKW",144.9818,-37.85218
ainisyahirh,_syah1rah,"Tolong dipermudahkan 🙏🏻 (@ Malaysia Hall Melbourne in Windsor, VIC) https://t.co/A6nVhh4seE",144.98257063,-37.85075847
SarahCMendoza,SarahCMendoza,Discovering #Yosemite. Here's a great article about all the new features http://t.co/XuP5LCB7ht #AppleFreak,144.98407795,-37.85062289
nicksilagy/,NickSilagy,Back into #training and #strength is hard and painful. #nopainnogain #backatit #PolskiProgram @… https://t.co/wficmdCoLT,144.98412609,-37.85022187
nicksilagy/,NickSilagy,Getting back to basics and back into training. #nopainnogain #backlayout #PolskiProgram @ Wesley… https://t.co/0VUWBh1MX5,144.98412609,-37.85022187
caffeinatedlamb,CaffeinatedLamb,Fun inverted tulip. ☺ http://t.co/8V2HkGf1KM,144.9890983,-37.8564478
cultofjack/,CultofJack,4K restoration! #isthereafootballganeon #scifinoir #bladerunner @… https://t.co/KMsQDXLdmB,144.9919899,-37.8579099
ainisyahirh,_syah1rah,Was stuck in the hall completing this one project the whole day and so I forced myself to go out… https://t.co/rIOGILJ06o,144.988,-37.854
tinkerbare,tinkerbare,"Rain be gone. As delicate and soothing as you are, you are also persistent and relentless. I’m… https://t.co/BhwIvif0sf",144.988,-37.854
jasonawhittaker,thetowncrier,@elissablake @NicholsonMuseum What is this thing? And why am I not there? #Legolove,144.99262844,-37.8583921
jasonawhittaker,thetowncrier,Back at the spruced-up @redstitch for JUMPERS FOR GOALPOSTS. #theatre #Midsumma2015,144.99294264,-37.85875184
mmmelness,mmmelness,🚹🚺🚺 @ MothersMilk Windsor https://t.co/DPDmIIXalI,144.9922028,-37.8570595
italianunicorn,ItalianUnicorn,Who said Sundays are for resting? #drinkstagram #daboys @ Railway Hotel Windsor https://t.co/n3FEiqkgzH,144.9922791,-37.8568039
darryl_rae,DarrylRae,Sun's out 🌇 @ Richmond Station https://t.co/kbjoLEMRcU,144.9921162,-37.8560767
watashiwa_james_desu/,DrDillamond,Just posted a photo @ Wonderland Bar https://t.co/rCUNUPKmR4,144.99245,-37.85581
farhanelias_,FarhanElias_,▪️▫️▪️▫️▪️▫️ @ Checkerboard https://t.co/dqgUSXbY3T,144.99264,-37.85551
amandaliveshere/,amandaliveshere,"Yahoo http://t.co/nbROqVklRm ""Where does Keegs from the fox live""",144.99372949,-37.85556933
adventurerin,_erineliza,"Taking the Lady of the House out to a fancy dinner 🍴👯 
.
.
.
.
.
#yass #fabulous #glitter #wig… https://t.co/CvGmGSahCb",144.99305,-37.85455
watashiwa_james_desu/,DrDillamond,I bought this dress from shagmelbourne the other day and I fucking love it but I haven't had a… https://t.co/wFLd0cZSXW,144.99321,-37.85363
maspqmiin,1lovatic_pqsim,"Eu só quero me focar a ter só oque me faz feliz, chega de vibe ruim pra… https://t.co/9sMrpOONXb",144.9932404,-37.8535385
heirissaalcantara,an_heiress,weya pakisabi kay da-ye happy 19th birthday!!💕 @RAKETscientist,144.99161063,-37.8525902
heirissaalcantara,an_heiress,@iamaryanee I can feel it in my bones,144.99157424,-37.85253537
heirissaalcantara,an_heiress,"'So do you have a boyfriend?'
Me: Nahhh",144.99164864,-37.85255691
gemz1005,yemstar88,Sista #Australia #ausday2016 #australiaday #melbourne #summer #selfie @ Prahan Vic https://t.co/x7NwJ6Un6E,144.98965148,-37.85095819
cptwoodsy,cptwoodsy,Thank you @mistysdiner2 for making a vegan dish for me! You're the best! @ Misty's 1950's American… https://t.co/iOhc3WXyT7,144.9901276,-37.8512611
miss_yolie,miss_yolie,"50 shades of balls, lolz. @ ClubX http://t.co/mIibHKegGt",144.98800163,-37.8505189
cptwoodsy,cptwoodsy,"Dinner tonight at the @collegelawn for a work mates going away. Even though not on the menu, one… https://t.co/v01h75n9YR",144.98725,-37.84887
cirillomusic,cirillomusic,"Your boys, @cirillomusic (me) and angusleggmusic, are kicking a set of music at @collegelawn for… https://t.co/uBNyNX75bK",144.98725,-37.84887
SarahCMendoza,SarahCMendoza,@tracyabad good morning beautiful!! 😘😘,144.98975865,-37.85042628
kazmic8,kazmic,"I love everything in St Edmonds

#breakfast #melbourne #prahran #eatingout #interiordesign @ St Edmonds https://t.co/pNLNFBPLW4",144.99186108,-37.84961798
mrgumbatron,mrgumbatron,"メリークリスマスMerīkurisumasu ✌
.
 @katecopr Christmas Parrty tokomelbourne @ Toko Melbourne https://t.co/R1x0oCvZVP",144.9916687,-37.8494453
black.lodge,screamloud,Breakfast with my beautiful wife celkini! I've missed youuuu x @ Coco Cubano Prahran http://t.co/MHwQ26QWMh,144.99196676,-37.84930113
miss_yolie,miss_yolie,"I like free things like exhibitions of incredible &amp; unique art of pretty girls, bearded men and cats. https://t.co/DJImK3nUvI",144.99042928,-37.84911811
raamparmar,raamparmar,"Another fancy Melbourne breakfast (at @IsItCafe in Prahran, VIC) https://t.co/jN1oJpeEJO",144.99204397,-37.84886639
